Temperature (C),Apparent Temperature (C),Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Cloud Cover,Pressure (millibars),Humidity
23.66666667,23.66666667,4.4275,314,11.3988,0,1011.36,0.51
24.93333333,24.93333333,9.3058,295,11.27,0,1011.19,0.45
24.86111111,24.86111111,10.5777,335,9.982,0,1011.21,0.46
24.83888889,24.83888889,7.2933,294,10.3523,0,1011.18,0.42
25,25,0.644,281,9.982,0,1010.88,0.45
26.11111111,26.11111111,4.3148,108,9.982,0,0,0.39
25.91111111,25.91111111,4.3309,203,10.3523,0,1010.15,0.4
23.88888889,23.88888889,6.9391,58,9.982,0,0,0.48
21.11111111,21.11111111,3.22,13,9.982,0,0,0.59
18.24444444,18.24444444,4.508,285,11.0285,0,1010.72,0.72
17.24444444,17.24444444,0.6118,312,11.2056,0,1010.82,0.75
16.17777778,16.17777778,3.5259,322,15.8263,0,1010.9,0.81
17.79444444,17.79444444,5.5223,12,14.9569,0,1010.76,0.74
16.66666667,16.66666667,3.4615,346,15.8263,0,1010.67,0.78
16.18888889,16.18888889,8.1144,345,11.2056,0,0,0.81
13.35,13.35,4.7978,174,14.9569,0,1007.87,0.95
15.55555556,15.55555556,20.8656,291,8.1305,0,1011.3,0.93
15,15,24.0695,309,7.9695,0,1011.13,0.93
14.51666667,14.51666667,16.2932,330,4.991,0,1011.26,0.96
15,15,20.7368,339,11.0446,0,0,0.93
15,15,14.6188,319,10.9802,0,0,0.93
15,15,14.5544,310,10.8836,0,1011.02,0.94
15.11666667,15.11666667,12.5258,299,11.0768,0,1011.43,0.93
15.11666667,15.11666667,15.4882,308,8.05,0,1011.71,0.93
16.24444444,16.24444444,12.2682,320,11.0768,0,1011.77,0.92
17.87222222,17.87222222,9.5795,306,11.27,0,1011.38,0.84
19.05,19.05,3.0751,343,11.27,0,1011.07,0.73
20.91666667,20.91666667,4.0572,236,11.4471,0,1010.78,0.67
21.06111111,21.06111111,8.3398,281,11.27,0,0,0.63
21.11111111,21.11111111,8.6135,299,11.2056,0,0,0.63
21.21111111,21.21111111,8.5008,288,11.3988,0,1009.34,0.61
20.07222222,20.07222222,8.2271,288,11.2056,0,1009.19,0.67
17.89444444,17.89444444,8.1305,260,11.2056,0,1008.91,0.77
17.48888889,17.48888889,5.3291,233,10.3523,0,1008.8,0.79
16.16111111,16.16111111,9.8854,250,9.982,0,1008.79,0.86
16.16111111,16.16111111,8.3398,239,9.982,0,0,0.81
15.16666667,15.16666667,6.8747,237,14.9569,0,1008.42,0.87
13.87222222,13.87222222,3.4776,202,15.8263,0,1007.98,0.93
12.75555556,12.75555556,6.2307,150,15.8263,0,1007.77,0.96
12,12,3.2039,180,14.168,0,1008.45,0.95
12.75,12.75,4.8783,151,9.982,0,0,1
13.35555556,13.35555556,6.2468,159,15.7297,0,1005.9,0.96
13.58333333,13.58333333,6.0053,167,14.8764,0,1005.48,0.95
13.91111111,13.91111111,7.7924,209,11.0446,0,1004.72,0.93
14.95,14.95,9.8693,229,6.0214,0,0,0.93
14.92222222,14.92222222,9.7727,241,4.6207,0,1005.79,0.93
14.90555556,14.90555556,14.4417,271,11.1251,0,1005.36,0.93
13.91111111,13.91111111,24.5203,299,11.27,0,1006.15,0.93
14.97222222,14.97222222,15.8907,302,11.0768,0,1006.97,0.87
16.16111111,16.16111111,22.2341,300,11.27,0,0,0.8
17.82777778,17.82777778,26.4201,300,11.27,0,0,0.65
18.77222222,18.77222222,27.9013,308,11.0285,0,1007.57,0.53
19.9,19.9,24.3432,291,11.2056,0,0,0.49
19.95,19.95,25.9049,290,11.2056,0,0,0.45
19.10555556,19.10555556,21.3647,298,10.3523,0,1008.12,0.46
18.93333333,18.93333333,20.1572,289,9.982,0,1008.18,0.43
16.22777778,16.22777778,5.1359,251,9.982,0,1008.59,0.58
14.30555556,14.30555556,8.3881,237,9.982,0,1009.18,0.73
12.85,12.85,9.3058,222,9.982,0,1009.39,0.89
12.75555556,12.75555556,6.3112,204,15.8263,0,1009.47,0.92
12.38333333,12.38333333,7.2128,239,15.3111,0,1009.31,0.92
17.13888889,17.13888889,6.44,300,15.8263,0,1009.64,0.87
16.62222222,16.62222222,6.2951,270,15.8263,0,1010.11,0.9
19.36111111,19.36111111,14.8281,300,14.0231,0,1004.26,0.9
16.01666667,16.01666667,6.4239,309,15.8263,0,1009.6,0.9
16.03888889,16.03888889,2.9624,322,15.7297,0,1009.2,0.9
16.12222222,16.12222222,6.1824,332,14.7637,0,1008.88,0.93
17.06111111,17.06111111,3.0107,277,10.8997,0,1008.6,0.88
17.2,17.2,1.61,125,11.0446,0,1008.32,0.87
17.78333333,17.78333333,3.2361,253,11.0285,0,1008.62,0.9
17.85,17.85,7.5348,169,8.1305,0,1008.67,0.96
17.87222222,17.87222222,7.5992,207,11.2056,0,1008.19,0.96
18.08888889,18.08888889,9.4024,335,11.3988,0,1007.67,0.94
19.08333333,19.08333333,4.4114,350,11.2056,0,1006.8,0.89
22.25555556,22.25555556,11.9945,61,11.27,0,1006.09,0.68
22.68333333,22.68333333,8.5491,54,11.4471,0,1005.68,0.67
24.78888889,24.78888889,12.1877,70,10.0464,0,1005.02,0.59
24.87777778,24.87777778,14.1197,79,11.27,0,1004.12,0.64
24.88333333,24.88333333,13.4918,84,10.4006,0,1003.33,0.64
24.83333333,24.83333333,9.4668,71,10.0464,0,1002.93,0.65
23.61111111,23.61111111,10.1752,61,11.27,0,1002.6,0.7
22.12777778,22.12777778,4.2504,338,10.787,0,1002.35,0.82
19.92777778,19.92777778,15.3111,70,11.27,0,1003.04,0.87
19.88333333,19.88333333,10.8836,98,14.9569,0,1003.02,0.9
19.92222222,19.92222222,8.6296,151,3.4937,0,1001.94,0.93
11.64444444,11.64444444,3.3327,172,15.8263,0,1009.1,0.95
11.08333333,11.08333333,2.3989,176,14.9086,0,1009.54,0.93
11.32222222,11.32222222,9.9176,272,14.168,0,1014.72,0.89
12.17222222,12.17222222,3.4293,177,11.2056,0,0,0.99
12.17222222,12.17222222,3.0751,160,11.2056,0,0,0.99
12.69444444,12.69444444,2.7048,179,9.8049,0,1008.47,0.92
12.2,12.2,10.7709,212,11.2056,0,1008.22,0.99
12.22222222,12.22222222,9.5312,241,11.2056,0,1008.53,0.92
12.30555556,12.30555556,8.8872,292,10.1913,0,1009.56,0.93
12.25,12.25,15.8907,308,11.2056,0,0,0.93
12.3,12.3,10.1591,269,11.2056,0,0,0.92
12.73888889,12.73888889,10.7065,260,10.1913,0,1010.08,0.9
12.82777778,12.82777778,12.9122,279,11.2056,0,1009.68,0.9
12.87222222,12.87222222,16.2127,270,11.27,0,1010.53,0.89
13.76666667,13.76666667,17.8871,279,10.1913,0,1010.87,0.9
13.93888889,13.93888889,16.5186,271,11.27,0,0,0.89
13.98888889,13.98888889,15.1501,280,10.0464,0,0,0.89
14.91111111,14.91111111,13.4757,262,11.0768,0,1012.2,0.84
15.07222222,15.07222222,11.4471,251,11.27,0,1012.52,0.82
13.93888889,13.93888889,11.6886,261,11.2056,0,0,0.89
13.08888889,13.08888889,11.9623,245,9.982,0,1013.73,0.89
12.85,12.85,12.8639,270,9.982,0,1014.33,0.83
12.3,12.3,11.914,271,9.982,0,0,0.8
12.71111111,12.71111111,14.5061,267,14.9569,0,1015.13,0.85
12.22222222,12.22222222,11.5115,259,14.9086,0,1015.16,0.86
11.66666667,11.66666667,14.2485,270,14.9086,0,1015.45,0.86
13.46111111,13.46111111,18.6116,304,14.9569,0,1019.31,0.78
11.11666667,11.11666667,14.5061,260,14.9086,0,1015.71,0.86
12.77777778,12.77777778,25.76,260,9.982,0,0,0.77
11.11111111,11.11111111,14.6188,251,14.9569,0,1015.96,0.85
11.16111111,11.16111111,12.9927,260,9.982,0,1016.1,0.86
12.71111111,12.71111111,17.5329,269,9.982,0,1016.22,0.77
12.78888889,12.78888889,17.3558,260,11.0285,0,1016.5,0.78
13.88888889,13.88888889,18.2252,270,10.0464,0,0,0.77
15.94444444,15.94444444,33.9066,289,11.27,0,1016.52,0.68
15.28333333,15.28333333,27.7403,287,11.3183,0,1016.96,0.75
15.01666667,15.01666667,23.9246,270,11.1251,0,1017.1,0.83
14.99444444,14.99444444,28.3199,289,11.1251,0,1017.05,0.83
14.09444444,14.09444444,27.7242,287,10.948,0,1017.4,0.88
15.13888889,15.13888889,30.5256,299,11.27,0,1017.35,0.82
16.16111111,16.16111111,36.386,309,11.27,0,1017.18,0.77
17.06111111,17.06111111,27.1768,308,11.4471,0,1017.73,0.73
17.22222222,17.22222222,26.5328,309,11.2056,0,0,0.72
16.11111111,16.11111111,26.4201,300,9.982,0,0,0.72
15,15,17.1626,310,10.3523,0,1018.92,0.78
15,15,21.2198,309,9.982,0,0,0.78
14.97777778,14.97777778,17.8871,308,15.8263,0,1019.41,0.78
14.33333333,14.33333333,16.4703,305,14.9569,0,1019.79,0.78
19.4,19.4,10.8192,112,8.1949,0,1000.81,0.97
19.42222222,19.42222222,5.5384,24,9.9015,0,1001.41,0.93
15.82777778,15.82777778,5.5223,285,8.3076,0,1007.96,0.95
19.28333333,19.28333333,3.0268,297,14.7315,0,1002.68,0.91
18.79444444,18.79444444,3.1717,240,14.7315,0,1002.46,0.94
17.82222222,17.82222222,5.8121,287,14.7959,0,1003.36,0.97
17.75555556,17.75555556,7.4221,280,10.948,0,1003.74,1
18.77222222,18.77222222,2.9946,10,10.948,0,1003.22,0.93
18.76666667,18.76666667,7.1967,256,10.7548,0,1004.13,0.93
17.71111111,17.71111111,3.1395,223,4.9427,0,1004.59,1
17.71111111,17.71111111,8.4847,153,7.8729,0,1004.91,0.97
18.78888889,18.78888889,8.3237,93,10.4489,0,1004.34,0.9
19.79444444,19.79444444,11.0446,309,10.948,0,1004.95,0.87
19.93333333,19.93333333,10.9319,328,11.0446,0,1005.32,0.87
20.89444444,20.89444444,8.8711,342,11.3183,0,1005.05,0.82
19.93333333,19.93333333,8.0983,291,11.1251,0,1005.04,0.86
18.91666667,18.91666667,16.583,329,11.1251,0,1005.57,0.92
19.02222222,19.02222222,12.9444,313,11.4471,0,1006.05,0.92
18.96111111,18.96111111,10.7226,311,11.27,0,1006.58,0.89
18.88888889,18.88888889,7.8407,338,11.27,0,0,0.89
18.81111111,18.81111111,2.2218,290,10.0303,0,1006.79,0.9
17.15555556,17.15555556,9.499,261,8.05,0,1007.16,0.93
17.59444444,17.59444444,6.279,241,8.05,0,1008.3,0.93
16.62777778,16.62777778,3.0751,268,7.9856,0,1008.67,0.94
16.46111111,16.46111111,2.9463,286,8.0017,0,1008.74,0.97
15.44444444,15.44444444,6.279,260,8.0017,0,1009.31,0.96
13.65,13.65,3.542,266,14.5866,0,1011.44,0.93
14.36111111,14.36111111,2.9463,165,8.0017,0,1009.5,0.96
13.82777778,13.82777778,3.2522,254,6.1663,0,1009.51,0.96
13.43888889,13.43888889,3.5903,295,6.3434,0,1009.21,0.96
13.82777778,13.82777778,14.1036,310,6.118,0,1008.96,0.99
14.91111111,14.91111111,12.7995,318,6.118,0,1009.43,0.93
15.05555556,15.05555556,3.0912,347,10.5294,0,1009.87,0.93
16.13888889,16.13888889,7.9695,335,11.1251,0,1010.29,0.87
16.22777778,16.22777778,5.0393,315,11.1251,0,1010.37,0.87
17.25555556,17.25555556,10.5455,301,10.7226,0,1010.19,0.87
17.41111111,17.41111111,9.5312,309,11.27,0,1010.13,0.86
17.93888889,17.93888889,10.9158,299,11.27,0,1010.3,0.83
19.08333333,19.08333333,9.1609,289,10.7226,0,1010.46,0.77
20.16111111,20.16111111,11.1734,271,11.27,0,1010.46,0.72
22.26666667,22.26666667,12.4292,308,11.27,0,1010.27,0.59
22.5,22.5,7.8085,262,11.0768,0,1010.23,0.55
21.22777778,21.22777778,12.6546,271,11.27,0,1009.81,0.62
21.10555556,21.10555556,7.9373,262,11.2056,0,1009.92,0.67
19.05555556,19.05555556,6.9069,288,11.0285,0,1010.35,0.73
17.25,17.25,4.8783,261,11.2056,0,0,0.81
16.16111111,16.16111111,8.3398,270,9.982,0,0,0.86
15.32777778,15.32777778,6.3756,255,14.9569,0,1011.69,0.89
13.98888889,13.98888889,9.7405,270,9.982,0,0,0.92
13.93888889,13.93888889,7.9695,250,9.982,0,0,0.93
15.40555556,15.40555556,2.8175,178,9.6761,0,1009.59,0.95
12.73888889,12.73888889,2.9624,250,9.982,0,1011.68,0.93
12.73888889,12.73888889,6.0053,229,11.9784,0,1011.29,0.93
12.42222222,12.42222222,5.9731,208,13.7333,0,1011.4,0.96
12.17777778,12.17777778,3.059,179,9.9015,0,1011.57,1
13.91666667,13.91666667,9.3702,162,9.9015,0,1011.67,0.93
17.55555556,17.55555556,8.6457,192,9.982,0,1011.78,0.8
19.90555556,19.90555556,12.1877,200,9.982,0,1011.65,0.69
21.01666667,21.01666667,12.4936,210,11.27,0,1011.57,0.64
22.03888889,22.03888889,13.1215,217,11.0768,0,1011.59,0.64
22.10555556,22.10555556,14.1036,220,11.27,0,1011.27,0.56
23.74444444,23.74444444,17.1626,201,11.27,0,1010.78,0.55
24.59444444,24.59444444,16.0517,213,11.4471,0,1010.6,0.54
22.65,22.65,13.6689,201,11.27,0,1010.23,0.54
23.75,23.75,10.8031,241,11.27,0,1010.01,0.51
23.77222222,23.77222222,10.1913,243,11.4471,0,1010.09,0.5
22.24444444,22.24444444,10.5616,327,11.27,0,1009.97,0.59
22.10555556,22.10555556,4.4275,27,11.2056,0,1009.88,0.64
19.19444444,19.19444444,2.6565,23,11.3988,0,1009.95,0.76
17.24444444,17.24444444,1.4168,33,9.982,0,1010.18,0.87
16.71111111,16.71111111,3.1073,167,15.8263,0,1010.27,0.9
16.76111111,16.76111111,2.9302,163,14.168,0,1010.15,0.9
15.14444444,15.14444444,3.1556,153,9.982,0,1009.8,0.95
15.67222222,15.67222222,6.1985,161,9.982,0,1009.6,0.93
16.18888889,16.18888889,4.7173,320,8.4203,0,1005.11,0.96
16.06666667,16.06666667,6.2307,171,14.9086,0,1008.58,0.9
16.06666667,16.06666667,5.9248,140,14.812,0,1008.02,0.93
15.7,15.7,6.1663,172,9.9015,0,1007.9,0.95
16.04444444,16.04444444,3.22,210,11.2056,0,1007.5,0.93
17.17777778,17.17777778,1.6744,261,11.2056,0,1007.01,0.93
17.92222222,17.92222222,4.5724,188,11.0285,0,1007.03,0.89
19.88333333,19.88333333,7.5831,211,11.27,0,1006.61,0.74
20.92777778,20.92777778,7.6314,211,11.27,0,1006.43,0.74
22.05,22.05,10.9802,228,11.4471,0,1006.24,0.65
22.17222222,22.17222222,9.338,259,11.27,0,1006.27,0.64
23.66111111,23.66111111,13.7011,247,11.27,0,1005.59,0.59
22.2,22.2,14.329,231,11.4471,0,1005.04,0.6
21.96666667,21.96666667,14.8764,222,11.1251,0,1004.61,0.61
21.9,21.9,16.3898,249,11.27,0,1004.14,0.61
20.04444444,20.04444444,14.9247,267,11.4471,0,1004.31,0.73
18.86666667,18.86666667,13.8138,230,11.27,0,1004.08,0.79
18.86666667,18.86666667,11.0607,240,15.8263,0,1003.89,0.81
17.87222222,17.87222222,4.991,255,11.4471,0,1004.09,0.9
17.22222222,17.22222222,3.2039,229,11.27,0,1004.12,0.93
17.22222222,17.22222222,5.2808,267,8.1305,0,1004.22,0.93
16.76666667,16.76666667,3.7352,276,8.1144,0,1004.4,0.97
16.68888889,16.68888889,3.4776,279,8.1305,0,1004.25,0.97
17.15,17.15,10.7548,318,8.1305,0,1004.35,0.97
14.93333333,14.93333333,5.7155,243,14.168,0,1007.33,0.96
16.62222222,16.62222222,10.8192,307,8.1305,0,1004.15,0.97
16.06111111,16.06111111,10.8514,308,8.1305,0,1003.95,0.97
15.67777778,15.67777778,10.6421,281,8.05,0,1004.14,0.96
16.13333333,16.13333333,7.7602,280,8.05,0,1004.13,0.93
16.18333333,16.18333333,9.4185,262,7.1323,0,1004.32,0.99
17.19444444,17.19444444,10.4972,298,7.9856,0,1004.81,0.94
17.77777778,17.77777778,13.9265,300,11.1251,0,1004.94,0.9
19.88333333,19.88333333,13.7977,318,11.27,0,1005.23,0.79
19.93888889,19.93888889,18.3379,307,11.4471,0,1005.19,0.79
22.62222222,22.62222222,16.8245,320,11.27,0,1005.35,0.67
22.16111111,22.16111111,17.3558,299,11.27,0,1005.35,0.68
21.12222222,21.12222222,17.0016,278,11.0768,0,1005.57,0.78
22.2,22.2,20.6885,290,11.1251,0,1005.62,0.68
22.75555556,22.75555556,22.1053,271,11.27,0,1005.36,0.66
22.18888889,22.18888889,26.0337,279,11.4471,0,1005.78,0.68
22.08333333,22.08333333,22.0409,279,11.27,0,1006.03,0.65
19.97777778,19.97777778,17.2753,270,11.27,0,1006.44,0.73
18.01666667,18.01666667,11.8818,288,11.4471,0,1007.01,0.78
16.25,16.25,8.1144,279,9.982,0,1007.51,0.87
15.67222222,15.67222222,6.44,261,15.8263,0,1007.9,0.9
15.74444444,15.74444444,7.1323,251,14.9569,0,1008.1,0.9
15.07222222,15.07222222,6.3273,242,15.8263,0,1008,0.93
15.02777778,15.02777778,6.4561,232,15.8263,0,1008.2,0.93
15.06111111,15.06111111,6.3595,274,14.9569,0,1010.66,0.88
14.53888889,14.53888889,6.279,251,14.9086,0,1007.92,0.93
13.96111111,13.96111111,6.279,241,14.9086,0,1007.72,0.96
13.63888889,13.63888889,3.5742,244,11.7047,0,1007.74,0.96
14.00555556,14.00555556,4.6851,224,7.0357,0,1008.09,0.93
16.11666667,16.11666667,3.5581,289,9.8049,0,1008.21,0.93
17.75555556,17.75555556,9.5473,296,9.9015,0,1008.83,0.89
20.02777778,20.02777778,11.4793,290,11.27,0,1009,0.78
21.13888889,21.13888889,9.9176,291,11.27,0,1008.91,0.68
21.99444444,21.99444444,12.719,316,11.0768,0,1009.23,0.69
22.27222222,22.27222222,12.9927,289,11.27,0,1009.59,0.68
22.85,22.85,11.4954,299,11.27,0,1009.51,0.7
23.9,23.9,9.6278,285,11.0768,0,1009.59,0.61
24.97777778,24.97777778,11.5276,300,11.27,0,1009.21,0.54
24.97777778,24.97777778,17.0821,310,11.2056,0,1009.11,0.54
25.95,25.95,16.0839,317,11.0285,0,1009.23,0.47
24.97777778,24.97777778,17.4041,309,11.2056,0,1009.33,0.47
23.88888889,23.88888889,12.5258,299,11.2056,0,1009.34,0.5
21.25555556,21.25555556,8.1949,323,11.0285,0,1010.07,0.59
20.97222222,20.97222222,2.9946,195,9.982,0,1010.72,0.73
18.8,18.8,6.0536,173,15.8263,0,1011.22,0.83
17.7,17.7,3.7352,288,14.168,0,1011.5,0.91
6.572222222,5.416666667,6.44,340,4.3953,0,1038.06,0.93
6.627777778,6.627777778,4.2665,101,4.5885,0,1034.84,0.93
6.622222222,5.55,6.1824,25,4.347,0,1037.85,0.96
6.622222222,5.55,6.1824,38,4.347,0,1037.67,0.93
6.15,5,6.1985,53,3.6708,0,1037.47,0.96
6.061111111,6.061111111,3.0107,87,4.3309,0,1037.23,1
6.061111111,6.061111111,3.4776,105,4.347,0,1037.23,1
6.1,6.1,3.6547,124,2.898,0,1037.36,0.94
6.061111111,6.061111111,3.6547,75,2.2057,0,1037.82,1
7.15,7.15,3.5742,111,1.8998,0,1037.99,0.93
6.227777778,4.427777778,8.6779,145,0.4186,0,1037.93,0.99
7.222222222,5.822222222,7.728,159,2.9785,0,1037.71,0.93
7.755555556,7.755555556,4.669,163,4.3953,0,1037.1,0.89
7.788888889,7.044444444,5.6672,144,5.3291,0,1036.65,0.89
7.755555556,7.755555556,4.83,165,4.8461,0,1036.2,0.89
7.755555556,7.238888889,4.9427,157,4.83,0,1035.9,0.89
7.322222222,7.322222222,3.6386,112,4.0089,0,1035.71,0.92
7.172222222,6.605555556,4.8783,121,4.83,0,1035.69,0.93
7.15,7.15,4.7334,110,4.83,0,1035.53,0.93
7.127777778,5.783333333,7.4704,121,3.9445,0,1035.61,0.93
7.127777778,5.455555556,8.855,129,3.4454,0,1035.6,0.93
6.622222222,5.466666667,6.44,130,3.3005,0,1035.49,0.93
6.627777778,6.627777778,3.7996,123,4.3309,0,1035.22,0.93
6.111111111,4.344444444,8.4525,131,3.9123,0,1035.18,0.96
9.044444444,6.2,19.8674,170,14.812,0,1015.83,0.83
2.633333333,-0.294444444,10.6099,230,14.9569,0,1030.15,0.95
8.4,6.6,10.7387,189,11.8496,0,1017.64,0.93
8.355555556,7.566666667,6.1019,159,9.8049,0,1017.9,0.96
8.361111111,6.55,10.7709,183,9.4829,0,1018.68,0.96
7.805555556,7.805555556,4.7656,174,9.8049,0,1019.5,0.96
7.127777778,7.127777778,3.6386,245,7.9695,0,1020.03,1
5.35,5.35,2.9946,182,1.7066,0,1021.31,0.93
6.088888889,6.088888889,2.9946,210,1.3685,0,1022.4,0.99
7.711111111,6.444444444,7.5187,209,6.2951,0,1022.85,0.99
8.805555556,7.066666667,10.8675,286,6.7298,0,1023.94,0.92
8.794444444,6.922222222,11.6886,300,11.2056,0,1024.55,0.83
7.777777778,5.272222222,14.4095,288,8.1305,0,1025.05,0.88
9,6.466666667,16.8889,297,11.0768,0,1025.47,0.83
7.8,5.3,14.4095,289,11.27,0,1026.34,0.88
7.8,5.088888889,15.9551,288,11.27,0,1027.73,0.83
7.372222222,4.961111111,13.1537,278,10.4006,0,1028.53,0.85
6.183333333,3.794444444,11.4954,260,9.982,0,1029.21,0.85
5.05,2.438888889,11.431,251,9.982,0,1030.02,0.86
4.183333333,1.161111111,12.6707,268,9.982,0,1030.79,0.89
2.388888889,-0.305555556,9.4346,206,9.982,0,1031.4,0.92
2.894444444,1.061111111,6.762,245,15.8263,0,1032,0.92
2.011111111,-1.038888889,10.6099,226,14.9569,0,1033.18,0.92
1.833333333,-1.344444444,10.9963,241,15.8263,0,1033.41,0.92
1.872222222,-0.15,6.8264,243,15.8263,0,1033.2,0.91
2.205555556,2.205555556,3.1717,44,1.6261,0,1029.78,0.96
1.161111111,-0.888888889,6.5688,242,15.7297,0,1033.43,0.92
0.566666667,0.566666667,3.5581,286,8.05,0,1033.42,0.96
0.716666667,-1.405555556,6.601,265,14.8764,0,1033.39,0.96
0.027777778,-2.216666667,6.6332,274,15.7297,0,1033.32,0.96
0.977777778,-0.6,5.313,308,9.8049,0,1032.93,0.93
0.194444444,0.194444444,3.8962,259,9.6761,0,1033.09,0.93
1.111111111,1.111111111,3.703,263,3.0107,0,1033.21,0.92
2.25,2.25,0.6601,290,4.9105,0,1033.4,0.92
3.111111111,3.111111111,4.1538,297,6.3434,0,1033.3,0.94
6.161111111,6.161111111,3.4293,353,8.1305,0,1032.3,0.79
6.188888889,4.583333333,7.8407,348,8.1305,0,1031.42,0.79
7.205555556,7.205555556,0.4669,8,9.6278,0,1031.02,0.73
7.3,6.25,6.44,140,9.982,0,1030.3,0.72
6.111111111,5.355555556,5.0071,46,9.982,0,1029.81,0.79
4.05,4.05,1.7227,51,5.7638,0,1029.84,0.91
2.25,2.25,4.83,70,4.7495,0,1029.6,1
2.7,0.438888889,8.05,110,0.7567,0,1029.61,0.96
2.411111111,1.133333333,5.0715,94,1.0626,0,1029.48,0.99
2.122222222,2.122222222,0.5152,140,0.322,0,1029.53,1
2.172222222,-0.994444444,11.27,150,0.322,0,1029.52,0.96
1.344444444,1.344444444,1.7066,245,0.161,0,1029.58,1
2.122222222,0.272222222,6.44,170,0.161,0,1029.43,1
2.372222222,2.372222222,2.5438,21,0.161,0,1029.02,0.96
0.1,-3.255555556,10.2879,212,0.6601,0,1030.78,0.99
1.372222222,-0.455555556,6.0697,35,0.4669,0,1029,1
1.372222222,1.372222222,3.22,60,0.4669,0,1028.84,1
1.3,1.3,0.7245,36,0.2737,0,1028.67,0.96
1.011111111,1.011111111,0,0,0.161,0,1028.63,1
0.766666667,0.766666667,1.4812,206,0.322,0,1028.88,0.93
0.672222222,-1.783333333,7.5348,130,0.2093,0,1028.83,0.99
0.766666667,-2.577777778,10.8031,199,0.161,0,1029.23,1
0.788888889,-2.155555556,9.2575,199,0.161,0,1029.79,1
0.85,-3.033333333,13.3469,179,0.7889,0,1029.75,0.99
1.972222222,-1.477777778,12.397,199,0.9338,0,1029.7,0.93
2.044444444,-1.961111111,15.4882,189,0.966,0,1029.3,0.93
2.127777778,-1.194444444,11.9462,204,1.3041,0,1029.21,0.99
2.138888889,-1.594444444,14.0392,198,1.0626,0,1029.15,1
2.161111111,-1.283333333,12.558,178,1.3685,0,1029.44,1
2.233333333,-0.405555556,9.1126,168,1.8193,0,1029.55,0.93
2.177777778,-0.894444444,10.8514,160,2.576,0,1029.58,0.92
2.177777778,-1.777777778,15.4077,171,2.576,0,1029.2,0.92
2.105555556,-0.8,10.0786,178,2.4472,0,1030.31,0.93
1.161111111,-2.138888889,10.948,190,2.9785,0,1030.25,1
1.672222222,-1.538888889,11.0124,170,1.9159,0,1030.57,0.96
0.95,-3.011111111,13.8299,171,1.7227,0,1030.86,1
1.116666667,-2.233333333,11.1251,200,1.9159,0,1031.08,0.96
0.533333333,-3.566666667,14.0875,201,1.8837,0,1030.9,0.96
0.377777778,-3.65,13.524,229,0.322,0,1035.41,0.96
-0.483333333,-4.15,11.0929,219,0.483,0,1031.56,1
-0.483333333,-4.061111111,10.7387,200,0.322,0,1031.47,0.96
-0.922222222,-3.477777778,7.0679,206,0.161,0,1031.23,1
-1.038888889,-4.4,9.499,199,0.161,0,1031.41,1
-1.088888889,-4.438888889,9.4346,219,0.322,0,1031.98,1
-0.994444444,-4.405555556,9.7083,191,0.161,0,1032.22,1
-1.088888889,-4.838888889,10.9319,180,0.322,0,1032.88,0.93
-1.088888889,-4.411111111,9.3541,209,0.322,0,1033.29,1
-1.077777778,-4.411111111,9.4024,219,0.3059,0,1033.92,1
-1.061111111,-4.888888889,11.27,180,0.161,0,1034.08,1
0.072222222,-3.472222222,11.0285,209,0.644,0,1033.5,0.92
0.038888889,-3.833333333,12.4292,199,0.322,0,1033.54,0.93
0.044444444,-3.9,12.7834,218,0.322,0,1033.66,1
0.094444444,-3.377777778,10.7548,209,0.1771,0,1033.6,1
0.138888889,-3.311111111,10.7226,221,0.1771,0,1034.23,1
0.072222222,-3.511111111,11.1895,218,0.322,0,1034.57,1
0.05,-3.866666667,12.6546,190,0.322,0,1034.78,1
0.122222222,-3.705555556,12.3165,205,0.3059,0,1034.92,1
0.05,-4.133333333,13.9426,202,0.322,0,1035.39,1
0,-4.255555556,14.2646,210,0.322,0,1035.71,0.96
0.05,-4.233333333,14.4417,212,0.3059,0,1036.02,0.96
-0.022222222,-3.561111111,10.9319,219,0.322,0,1036.18,1
-0.072222222,-3.638888889,11.0285,229,0.322,0,1036.29,1
-0.894444444,-2.761111111,5.3613,228,0.161,0,1036.63,0.97
0.438888889,-3.688888889,14.1358,228,0.322,0,1036.2,0.96
0.411111111,-3.727777778,14.1519,210,0.322,0,1036.39,0.96
-0.094444444,-4.288888889,13.846,208,0.3059,0,1036.19,0.97
-0.138888889,-4.722222222,15.8424,199,0.6279,0,1036.19,1
-1.111111111,-5.888888889,15.6331,219,0.483,0,1036.11,1
-1.033333333,-5.927777778,16.3898,201,0.3059,0,1036.66,1
-1.111111111,-5.594444444,14.1358,190,0.7889,0,1036.9,1
-1.111111111,-5.244444444,12.5258,199,0.6279,0,1037.1,1
-0.161111111,-4.144444444,12.7512,189,0.7084,0,1037.5,0.94
-0.022222222,-4.261111111,14.1358,190,1.8837,0,1037.68,1
-0.022222222,-3.583333333,11.0285,189,2.9785,0,1037.09,1
0.961111111,-2.938888889,13.5562,200,2.6082,0,1037.04,0.93
1.066666667,-2.916666667,14.1036,189,2.5438,0,1036.28,0.92
0.05,-3.827777778,12.4775,199,2.5438,0,1036.39,1
0.983333333,-1.644444444,8.2593,186,1.3202,0,1036.54,0.93
0.05,-3.072222222,9.3702,170,0.8533,0,1036.5,1
